title,price,address,area,bedrooms,bathrooms,parking,stratum,property_type,operation,amenities,contact,property_url,images
"Apartamento en arriendo en la felicidad, bogotá",,,37 m²,,1.0,0,,Apartamento,ARRIENDO,Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-felicidad-bogota/192877574,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9828c6e64f_infocdn__uu7992u6wbtxthup5btgovp3vqif23ynyizj9hdrjpg.jpg
"Apartamento en arriendo en la felicidad, bogotá",,,37 m²,,1.0,0,,Apartamento,ARRIENDO,Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-felicidad-bogota/192877574,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9828c6e64f_infocdn__uu7992u6wbtxthup5btgovp3vqif23ynyizj9hdrjpg.jpg
"Apartamento en arriendo en montevideo, bogotá",,,43 m²,,1.0,,,Apartamento,ARRIENDO,Piscina; Gimnasio; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-montevideo-bogota/192885100,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250917211858.png
"Apartamento en arriendo en montevideo, bogotá",,,43 m²,,1.0,,,Apartamento,ARRIENDO,Piscina; Gimnasio; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-montevideo-bogota/192885100,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250917211858.png
"Apartamento en arriendo en colina campestre, bogotá",,,36 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192879862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9a1dcf27c1_infocdn__qlnkqpjwwqsjilijzmsenyhaq9o984jzaeihopadjpg.jpg
"Apartamento en arriendo en colina campestre, bogotá",,,36 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192879862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9a1dcf27c1_infocdn__qlnkqpjwwqsjilijzmsenyhaq9o984jzaeihopadjpg.jpg
"Apartamento en arriendo en colina campestre, bogotá",,,40 m²,,1.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Gimnasio; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192881733,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ca11510ecb5_infocdn__khw5xov8o4ljz3bhndktsovhnzbnyf7ytuaeswrzjpg.jpg
"Apartamento en arriendo en colina campestre, bogotá",,,40 m²,,1.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Gimnasio; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192881733,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ca11510ecb5_infocdn__khw5xov8o4ljz3bhndktsovhnzbnyf7ytuaeswrzjpg.jpg
"Apartamento en arriendo en puente largo, bogotá",,,32 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-puente-largo-bogota/192888739,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc345c6f211_infocdn__ugrh3hwkdxsmvebzndi6qp1yb0zxinni6e8jjpydjpg.jpg
"Apartamento en arriendo en puente largo, bogotá",,,32 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-puente-largo-bogota/192888739,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc345c6f211_infocdn__ugrh3hwkdxsmvebzndi6qp1yb0zxinni6e8jjpydjpg.jpg
