title,price,address,area,bedrooms,bathrooms,parking,stratum,property_type,operation,amenities,contact,property_url,images
"Apartamento en venta en el nogal, bogotá",,,133 m²,3,2.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-nogal-bogota/192894204,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcaa85e7eb_infocdn__8732-1-1758315887jpg.jpg
"Apartamento en venta en el nogal, bogotá",,,133 m²,3,2.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-nogal-bogota/192894204,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcaa85e7eb_infocdn__8732-1-1758315887jpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650.000.000,,115 m²,3,3.0,2,5,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192890735,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc8b711aee5_infocdn__gr50793120250918053017jpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650.000.000,,115 m²,3,3.0,2,5,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192890735,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc8b711aee5_infocdn__gr50793120250918053017jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,134 m²,,3.0,,,Apartamento,VENTA,Piscina; Gimnasio; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192886862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc5006f40c_infocdn__56809-1-1758163569jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,134 m²,,3.0,,,Apartamento,VENTA,Piscina; Gimnasio; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192886862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc5006f40c_infocdn__56809-1-1758163569jpg.jpg
"Apartamento en venta en nicolas de federman, bogotá",,,97 m²,3,2.0,,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-nicolas-de-federman-bogota/192869837,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250914022558.png
"Apartamento en venta en nicolas de federman, bogotá",,,97 m²,3,2.0,,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-nicolas-de-federman-bogota/192869837,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250914022558.png
"Apartamento en venta en chico norte, bogotá",,,144 m²,,3.0,,,Apartamento,VENTA,Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-norte-bogota/192885454,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6c1093067_infocdn__714503511-1-1758144338jpg.jpg
"Apartamento en venta en chico norte, bogotá",,,144 m²,,3.0,,,Apartamento,VENTA,Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-norte-bogota/192885454,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6c1093067_infocdn__714503511-1-1758144338jpg.jpg
"Apartamento en venta en bella suiza, bogotá",,,115 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192871399,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7f42cc36e8_infocdn__gr1011251020250722083225jpeg.jpeg
"Apartamento en venta en bella suiza, bogotá",,,115 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192871399,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7f42cc36e8_infocdn__gr1011251020250722083225jpeg.jpeg
"Apartamento en venta en santa barbara central, bogotá",,,100 m²,3,2.0,,5,Apartamento,VENTA,Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-central-bogota/192883165,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac60d6ea7c_infocdn__101419-1-1752372149jpg.jpg
"Apartamento en venta en santa barbara central, bogotá",,,100 m²,3,2.0,,5,Apartamento,VENTA,Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-central-bogota/192883165,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac60d6ea7c_infocdn__101419-1-1752372149jpg.jpg
"Apartamento en venta en santa ana occidental, bogotá",$748,,132 m²,,3.0,,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-ana-occidental-bogota/192886377,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb56ebb4413_infocdn__tnnrx8qgacicattfq2ljx8pyir5cqeuaz9zrpe8ujpg.jpg
"Apartamento en venta en santa ana occidental, bogotá",$748,,132 m²,,3.0,,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-ana-occidental-bogota/192886377,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb56ebb4413_infocdn__tnnrx8qgacicattfq2ljx8pyir5cqeuaz9zrpe8ujpg.jpg
"Apartamento en venta en santa paula, bogotá",,,138 m²,3,3.0,2,,Apartamento,VENTA,,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192891938,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd5c1d6dc79_infocdn__gr1832431320250919082438jpg.jpg
"Apartamento en venta en santa paula, bogotá",,,138 m²,3,3.0,2,,Apartamento,VENTA,,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192891938,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd5c1d6dc79_infocdn__gr1832431320250919082438jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,115 m²,3,3.0,2,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192870821,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c752ff601ff_infocdn__hcbfuhwfvpqykfm36wpomylrvcbxbffv0jhylbrzjpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,115 m²,3,3.0,2,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192870821,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c752ff601ff_infocdn__hcbfuhwfvpqykfm36wpomylrvcbxbffv0jhylbrzjpg.jpg
"Apartamento en venta en puente largo, bogotá",,,126 m²,,3.0,1,,Apartamento,VENTA,Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192881003,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68caff91a2e8f_infocdn__714503500-1-1758056693jpg.jpg
"Apartamento en venta en puente largo, bogotá",,,126 m²,,3.0,1,,Apartamento,VENTA,Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192881003,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68caff91a2e8f_infocdn__714503500-1-1758056693jpg.jpg
"Apartamento en venta en puente largo, bogotá",,,18 m²,2,2.0,2,,Apartamento,VENTA,Balcón; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192882816,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cab26667cb2_infocdn__oaakshnqezpi9tdit2urke5xliujt0motljs7nefjpg.jpg
"Apartamento en venta en puente largo, bogotá",,,18 m²,2,2.0,2,,Apartamento,VENTA,Balcón; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192882816,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cab26667cb2_infocdn__oaakshnqezpi9tdit2urke5xliujt0motljs7nefjpg.jpg
